# t (s),mx (A/m),my (A/m),mz (A/m),B_extx (T),B_exty (T),B_extz (T),E_total (J),E_anis (J),E_exch (J),E_demag (J),E_Zeeman (J)
0,1651444.128,-1.17E-02,0,0.06599999,0,0,-7.62E-17,0,6.96E-18,1.31E-16,-2.14E-16
0,1651033.848,-1.86E-02,0,0.065,0,0,-7.30E-17,0,6.99E-18,1.31E-16,-2.11E-16
0,1650621.276,-1.40E-02,0,0.064,0,0,-6.98E-17,0,7.02E-18,1.31E-16,-2.08E-16
0,1650205.814,-7.93E-03,0,0.063,0,0,-6.65E-17,0,7.05E-18,1.31E-16,-2.04E-16
0,1649787.822,-1.29E-02,0,0.062000003,0,0,-6.33E-17,0,7.08E-18,1.31E-16,-2.01E-16
0,1649366.82,-1.18E-02,0,0.060999997,0,0,-6.00E-17,0,7.11E-18,1.31E-16,-1.98E-16
0,1648943.168,-1.45E-02,0,0.06,0,0,-5.68E-17,0,7.14E-18,1.31E-16,-1.95E-16
0,1648516.779,-1.42E-02,0,0.059000008,0,0,-5.35E-17,0,7.18E-18,1.31E-16,-1.91E-16
0,1648087.398,-1.35E-02,0,0.058,0,0,-5.03E-17,0,7.21E-18,1.30E-16,-1.88E-16
0,1647655.161,-9.88E-03,0,0.057000004,0,0,-4.71E-17,0,7.24E-18,1.30E-16,-1.85E-16
0,1647219.915,-9.34E-03,0,0.055999998,0,0,-4.38E-17,0,7.27E-18,1.30E-16,-1.81E-16
0,1646781.574,-2.18E-02,0,0.055000003,0,0,-4.06E-17,0,7.30E-18,1.30E-16,-1.78E-16
0,1646340.342,-1.70E-02,0,0.053999998,0,0,-3.73E-17,0,7.33E-18,1.30E-16,-1.75E-16
0,1645895.948,-1.18E-02,0,0.053,0,0,-3.41E-17,0,7.37E-18,1.30E-16,-1.72E-16
0,1645448.526,-1.32E-02,0,0.051999994,0,0,-3.09E-17,0,7.40E-18,1.30E-16,-1.68E-16
0,1644997.702,-1.18E-02,0,0.051,0,0,-2.76E-17,0,7.43E-18,1.30E-16,-1.65E-16
0,1644543.594,-1.62E-02,0,0.050000004,0,0,-2.44E-17,0,7.46E-18,1.30E-16,-1.62E-16
0,1644086.391,-1.75E-02,0,0.049,0,0,-2.12E-17,0,7.50E-18,1.30E-16,-1.58E-16
0,1643625.666,-1.23E-02,0,0.048000004,0,0,-1.79E-17,0,7.53E-18,1.30E-16,-1.55E-16
0,1643161.846,-1.53E-02,0,0.046999995,0,0,-1.47E-17,0,7.56E-18,1.30E-16,-1.52E-16
0,1642694.229,-1.75E-02,0,0.046,0,0,-1.15E-17,0,7.60E-18,1.29E-16,-1.49E-16
0,1642223.124,-1.35E-02,0,0.045,0,0,-8.25E-18,0,7.63E-18,1.29E-16,-1.45E-16
0,1641748.667,-1.74E-02,0,0.044,0,0,-5.02E-18,0,7.67E-18,1.29E-16,-1.42E-16
0,1641270.654,-1.73E-02,0,0.043000005,0,0,-1.79E-18,0,7.70E-18,1.29E-16,-1.39E-16
0,1640788.776,-2.06E-02,0,0.042,0,0,1.43E-18,0,7.73E-18,1.29E-16,-1.35E-16
0,1640303.136,-1.40E-02,0,0.041000005,0,0,4.66E-18,0,7.77E-18,1.29E-16,-1.32E-16
0,1639813.905,-1.71E-02,0,0.039999995,0,0,7.88E-18,0,7.80E-18,1.29E-16,-1.29E-16
0,1639320.638,-2.63E-02,0,0.039,0,0,1.11E-17,0,7.84E-18,1.29E-16,-1.26E-16
0,1638823.815,-2.43E-02,0,0.038,0,0,1.43E-17,0,7.88E-18,1.29E-16,-1.22E-16
0,1638322.785,-1.72E-02,0,0.037,0,0,1.76E-17,0,7.91E-18,1.29E-16,-1.19E-16
0,1637817.993,-2.02E-02,0,0.036,0,0,2.08E-17,0,7.95E-18,1.29E-16,-1.16E-16
0,1637308.652,-1.87E-02,0,0.035,0,0,2.40E-17,0,7.99E-18,1.29E-16,-1.13E-16
0,1636795.584,-1.87E-02,0,0.034000006,0,0,2.72E-17,0,8.02E-18,1.29E-16,-1.09E-16
0,1636277.967,-1.34E-02,0,0.032999996,0,0,3.04E-17,0,8.06E-18,1.29E-16,-1.06E-16
0,1635756.656,-2.07E-02,0,0.032,0,0,3.36E-17,0,8.10E-18,1.28E-16,-1.03E-16
0,1635230.541,-1.70E-02,0,0.031000001,0,0,3.69E-17,0,8.13E-18,1.28E-16,-9.97E-17
0,1634700.15,-2.75E-02,0,0.03,0,0,4.01E-17,0,8.17E-18,1.28E-16,-9.64E-17
0,1634165.33,-2.07E-02,0,0.029,0,0,4.33E-17,0,8.21E-18,1.28E-16,-9.32E-17
0,1633626.048,-1.90E-02,0,0.027999999,0,0,4.65E-17,0,8.25E-18,1.28E-16,-8.99E-17
0,1633081.977,-2.06E-02,0,0.026999999,0,0,4.97E-17,0,8.29E-18,1.28E-16,-8.67E-17
0,1632533.409,-1.50E-02,0,0.025999997,0,0,5.29E-17,0,8.33E-18,1.28E-16,-8.35E-17
0,1631979.882,-1.83E-02,0,0.025000002,0,0,5.61E-17,0,8.37E-18,1.28E-16,-8.02E-17
